job_id,job_title,company,location,job_description,experience,education,salary,job_type,clean_description
JOB00877,Data Scientist,Tech Mahindra,Ahmedabad,"Tech Mahindra is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,5-8 LPA,Part-time,tech mahindra is hiring a data scientist the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql pandas machine learning statistics strong analytical thinking communication and attention to detail are required this position is based in ahmedabad and requires 2 3 years of experience
JOB00878,Python Developer,Fractal Analytics,Mumbai,"We are looking for a Python Developer to join our team at Fractal Analytics in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MBA,5-8 LPA,Internship,we are looking for a python developer to join our team at fractal analytics in mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python django flask sql git experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB00879,Machine Learning Engineer,Tech Mahindra,Gurugram,"Tech Mahindra is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 0-1 years of experience.",0-1 years,MBA,10-15 LPA,Part-time,tech mahindra is hiring a machine learning engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python machine learning tensorflow scikit learn docker strong analytical thinking communication and attention to detail are required this position is based in gurugram and requires 0 1 years of experience
JOB00880,Software Engineer,DataSphere Analytics,Hyderabad,"We are looking for a Software Engineer to join our team at DataSphere Analytics in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Java, Git, SQL, REST API. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MBA,6-10 LPA,Internship,we are looking for a software engineer to join our team at datasphere analytics in hyderabad the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python java git sql rest api experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB00881,Data Scientist,Fractal Analytics,Thane,"Fractal Analytics is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 2-3 years of experience.",2-3 years,BCA,3-5 LPA,Full-time,fractal analytics is hiring a data scientist the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql pandas machine learning statistics strong analytical thinking communication and attention to detail are required this position is based in thane and requires 2 3 years of experience
JOB00882,Database Administrator,DataSphere Analytics,Delhi,"We are looking for a Database Administrator to join our team at DataSphere Analytics in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,4-6 LPA,Internship,we are looking for a database administrator to join our team at datasphere analytics in delhi the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql mysql postgresql oracle database administration experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB00883,Product Analyst,TCS,Navi Mumbai,"We are looking for a Product Analyst to join our team at TCS in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,3-5 LPA,Part-time,we are looking for a product analyst to join our team at tcs in navi mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql python excel a b testing product analytics experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB00884,Financial Analyst,TechNova Solutions,Gurugram,"We are looking for a Financial Analyst to join our team at TechNova Solutions in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Bachelor's Degree,10-15 LPA,Part-time,we are looking for a financial analyst to join our team at technova solutions in gurugram the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi financial modeling statistics experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB00885,Data Analyst,Wipro,Thane,"We are looking for a Data Analyst to join our team at Wipro in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Excel, Power BI, Tableau. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,B.Tech,6-10 LPA,Part-time,we are looking for a data analyst to join our team at wipro in thane the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql excel power bi tableau experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB00886,QA Engineer,CloudPeak Systems,Jaipur,"CloudPeak Systems is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,8-12 LPA,Part-time,cloudpeak systems is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in jaipur and requires 0 1 years of experience
JOB00887,Data Scientist,Accenture,Noida,"Accenture is hiring a Data Scientist. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Pandas, Machine Learning, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 2-3 years of experience.",2-3 years,MBA,5-8 LPA,Full-time,accenture is hiring a data scientist the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql pandas machine learning statistics strong analytical thinking communication and attention to detail are required this position is based in noida and requires 2 3 years of experience
JOB00888,QA Engineer,Fractal Analytics,Bengaluru,"We are looking for a QA Engineer to join our team at Fractal Analytics in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Selenium, Python, Java, SQL, Automation Testing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Master's Degree,8-12 LPA,Part-time,we are looking for a qa engineer to join our team at fractal analytics in bengaluru the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include selenium python java sql automation testing experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB00889,Database Administrator,CloudPeak Systems,Pune,"CloudPeak Systems is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,Master's Degree,4-6 LPA,Contract,cloudpeak systems is hiring a database administrator the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql oracle database administration strong analytical thinking communication and attention to detail are required this position is based in pune and requires 2 3 years of experience
JOB00890,Product Analyst,Wipro,Gurugram,"We are looking for a Product Analyst to join our team at Wipro in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MCA,4-6 LPA,Full-time,we are looking for a product analyst to join our team at wipro in gurugram the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql python excel a b testing product analytics experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB00891,Full Stack Developer,Microsoft,Remote,"Microsoft is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,3-5 LPA,Full-time,microsoft is hiring a full stack developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with html css javascript react node js strong analytical thinking communication and attention to detail are required this position is based in remote and requires 1 2 years of experience
JOB00892,Data Analyst,Wipro,Nagpur,"Wipro is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 0-1 years of experience.",0-1 years,MBA,6-10 LPA,Internship,wipro is hiring a data analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python sql excel power bi tableau strong analytical thinking communication and attention to detail are required this position is based in nagpur and requires 0 1 years of experience
JOB00893,Software Engineer,Accenture,Bengaluru,"Accenture is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Bengaluru and requires 2-3 years of experience.",2-3 years,MCA,6-10 LPA,Part-time,accenture is hiring a software engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python java git sql rest api strong analytical thinking communication and attention to detail are required this position is based in bengaluru and requires 2 3 years of experience
JOB00894,Python Developer,Persistent Systems,Navi Mumbai,"We are looking for a Python Developer to join our team at Persistent Systems in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MCA,10-15 LPA,Internship,we are looking for a python developer to join our team at persistent systems in navi mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python django flask sql git experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB00895,Full Stack Developer,CloudPeak Systems,Thane,"CloudPeak Systems is hiring a Full Stack Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Node.js. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 2-3 years of experience.",2-3 years,B.Tech,3-5 LPA,Part-time,cloudpeak systems is hiring a full stack developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with html css javascript react node js strong analytical thinking communication and attention to detail are required this position is based in thane and requires 2 3 years of experience
JOB00896,SQL Developer,Infosys,Ahmedabad,"Infosys is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,MCA,8-12 LPA,Part-time,infosys is hiring a sql developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql database etl strong analytical thinking communication and attention to detail are required this position is based in ahmedabad and requires 0 1 years of experience
JOB00897,HR Analyst,Accenture,Chennai,"We are looking for a HR Analyst to join our team at Accenture in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Master's Degree,4-6 LPA,Internship,we are looking for a hr analyst to join our team at accenture in chennai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi hr analytics data analysis experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB00898,Financial Analyst,Wipro,Bengaluru,"Wipro is hiring a Financial Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, Financial Modeling, Statistics. Strong analytical thinking, communication and attention to detail are required. This position is based in Bengaluru and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,5-8 LPA,Part-time,wipro is hiring a financial analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with excel sql power bi financial modeling statistics strong analytical thinking communication and attention to detail are required this position is based in bengaluru and requires 0 1 years of experience
JOB00899,Data Engineer,Capgemini,Delhi,"We are looking for a Data Engineer to join our team at Capgemini in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,3-5 LPA,Full-time,we are looking for a data engineer to join our team at capgemini in delhi the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql spark etl aws experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB00900,Product Analyst,Wipro,Bengaluru,"We are looking for a Product Analyst to join our team at Wipro in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,BCA,3-5 LPA,Part-time,we are looking for a product analyst to join our team at wipro in bengaluru the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql python excel a b testing product analytics experience with data quality documentation problem solving and communication is preferred the role requires 0 1 years of relevant experience
JOB00901,HR Analyst,Mu Sigma,Kolkata,"We are looking for a HR Analyst to join our team at Mu Sigma in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,10-15 LPA,Contract,we are looking for a hr analyst to join our team at mu sigma in kolkata the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi hr analytics data analysis experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB00902,Web Developer,Infosys,Delhi,"We are looking for a Web Developer to join our team at Infosys in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Bachelor's Degree,10-15 LPA,Internship,we are looking for a web developer to join our team at infosys in delhi the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react git experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB00903,SQL Developer,Microsoft,Nagpur,"Microsoft is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,8-12 LPA,Internship,microsoft is hiring a sql developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql database etl strong analytical thinking communication and attention to detail are required this position is based in nagpur and requires 1 2 years of experience
JOB00904,Business Analyst,Amazon,Bengaluru,"Amazon is hiring a Business Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Strong analytical thinking, communication and attention to detail are required. This position is based in Bengaluru and requires 1-2 years of experience.",1-2 years,MCA,4-6 LPA,Internship,amazon is hiring a business analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql excel power bi business analysis requirements gathering strong analytical thinking communication and attention to detail are required this position is based in bengaluru and requires 1 2 years of experience
JOB00905,BI Analyst,TCS,Gurugram,"TCS is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 1-2 years of experience.",1-2 years,MBA,5-8 LPA,Part-time,tcs is hiring a bi analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql power bi excel dax data visualization strong analytical thinking communication and attention to detail are required this position is based in gurugram and requires 1 2 years of experience
JOB00906,Database Administrator,TCS,Mumbai,"TCS is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 5+ years of experience.",5+ years,Bachelor's Degree,4-6 LPA,Full-time,tcs is hiring a database administrator the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql mysql postgresql oracle database administration strong analytical thinking communication and attention to detail are required this position is based in mumbai and requires 5 years of experience
JOB00907,HR Analyst,IBM,Noida,"We are looking for a HR Analyst to join our team at IBM in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,B.Tech,5-8 LPA,Part-time,we are looking for a hr analyst to join our team at ibm in noida the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi hr analytics data analysis experience with data quality documentation problem solving and communication is preferred the role requires 1 2 years of relevant experience
JOB00908,Full Stack Developer,Wipro,Kolkata,"We are looking for a Full Stack Developer to join our team at Wipro in Kolkata. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,6-10 LPA,Internship,we are looking for a full stack developer to join our team at wipro in kolkata the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react node js experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB00909,SQL Developer,Mu Sigma,Gurugram,"We are looking for a SQL Developer to join our team at Mu Sigma in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Database, ETL. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,B.Tech,10-15 LPA,Internship,we are looking for a sql developer to join our team at mu sigma in gurugram the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql mysql postgresql database etl experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB00910,Web Developer,Cognizant,Delhi,"We are looking for a Web Developer to join our team at Cognizant in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MCA,8-12 LPA,Part-time,we are looking for a web developer to join our team at cognizant in delhi the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include html css javascript react git experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB00911,QA Engineer,TechNova Solutions,Noida,"TechNova Solutions is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,10-15 LPA,Full-time,technova solutions is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in noida and requires 0 1 years of experience
JOB00912,Data Engineer,Genpact,Noida,"We are looking for a Data Engineer to join our team at Genpact in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MBA,6-10 LPA,Internship,we are looking for a data engineer to join our team at genpact in noida the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql spark etl aws experience with data quality documentation problem solving and communication is preferred the role requires 3 5 years of relevant experience
JOB00913,Web Developer,CloudPeak Systems,Ahmedabad,"CloudPeak Systems is hiring a Web Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,MBA,4-6 LPA,Part-time,cloudpeak systems is hiring a web developer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with html css javascript react git strong analytical thinking communication and attention to detail are required this position is based in ahmedabad and requires 0 1 years of experience
JOB00914,BI Analyst,Deloitte,Hyderabad,"Deloitte is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,10-15 LPA,Contract,deloitte is hiring a bi analyst the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with sql power bi excel dax data visualization strong analytical thinking communication and attention to detail are required this position is based in hyderabad and requires 0 1 years of experience
JOB00915,Python Developer,IBM,Jaipur,"We are looking for a Python Developer to join our team at IBM in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MBA,6-10 LPA,Internship,we are looking for a python developer to join our team at ibm in jaipur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python django flask sql git experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB00916,Software Engineer,Microsoft,Bengaluru,"Microsoft is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Bengaluru and requires 2-3 years of experience.",2-3 years,MBA,,Full-time,microsoft is hiring a software engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with python java git sql rest api strong analytical thinking communication and attention to detail are required this position is based in bengaluru and requires 2 3 years of experience
JOB00917,Data Scientist,Microsoft,Nagpur,"We are looking for a Data Scientist to join our team at Microsoft in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MCA,5-8 LPA,Internship,we are looking for a data scientist to join our team at microsoft in nagpur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include python sql pandas machine learning statistics experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB00918,Cloud Engineer,Persistent Systems,Ahmedabad,"We are looking for a Cloud Engineer to join our team at Persistent Systems in Ahmedabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Azure, Linux, Docker, Cloud Computing. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,8-12 LPA,Contract,we are looking for a cloud engineer to join our team at persistent systems in ahmedabad the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include aws azure linux docker cloud computing experience with data quality documentation problem solving and communication is preferred the role requires 5 years of relevant experience
JOB00919,Business Analyst,Genpact,Nagpur,"We are looking for a Business Analyst to join our team at Genpact in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Bachelor's Degree,6-10 LPA,Contract,we are looking for a business analyst to join our team at genpact in nagpur the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql excel power bi business analysis requirements gathering experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB00920,HR Analyst,Persistent Systems,Mumbai,"We are looking for a HR Analyst to join our team at Persistent Systems in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,B.Tech,10-15 LPA,Full-time,we are looking for a hr analyst to join our team at persistent systems in mumbai the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include excel sql power bi hr analytics data analysis experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB00921,Product Analyst,Accenture,Bengaluru,"We are looking for a Product Analyst to join our team at Accenture in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Master's Degree,10-15 LPA,Internship,we are looking for a product analyst to join our team at accenture in bengaluru the candidate will analyze business data build reports collaborate with stakeholders and develop scalable solutions required skills include sql python excel a b testing product analytics experience with data quality documentation problem solving and communication is preferred the role requires 2 3 years of relevant experience
JOB00922,QA Engineer,Accenture,Remote,"Accenture is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 1-2 years of experience.",1-2 years,B.Tech,5-8 LPA,Internship,accenture is hiring a qa engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with selenium python java sql automation testing strong analytical thinking communication and attention to detail are required this position is based in remote and requires 1 2 years of experience
JOB00923,Cloud Engineer,DataSphere Analytics,Pune,"DataSphere Analytics is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 2-3 years of experience.",2-3 years,B.Tech,6-10 LPA,Full-time,datasphere analytics is hiring a cloud engineer the role involves working with cross functional teams analyzing requirements preparing reports and improving business processes candidates should have hands on experience with aws azure linux docker cloud computing strong analytical thinking communication and attention to detail are required this position is based in pune and requires 2 3 years of experience
