job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB01881,BI Analyst,Infosys,Remote,"Infosys is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,4-6 LPA,Contract
JOB01882,Power BI Developer,Tech Mahindra,Nagpur,"Tech Mahindra is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 2-3 years of experience.",2-3 years,MCA,3-5 LPA,Full-time
JOB01883,Database Administrator,TechNova Solutions,Nagpur,"We are looking for a Database Administrator to join our team at TechNova Solutions in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Bachelor's Degree,6-10 LPA,Full-time
JOB01884,Product Analyst,Microsoft,Remote,"We are looking for a Product Analyst to join our team at Microsoft in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Python, Excel, A/B Testing, Product Analytics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,MBA,4-6 LPA,Full-time
JOB01885,Data Analyst,Tech Mahindra,Nagpur,"Tech Mahindra is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,3-5 LPA,Full-time
JOB01886,Financial Analyst,IBM,Noida,"We are looking for a Financial Analyst to join our team at IBM in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,8-12 LPA,Full-time
JOB01887,DevOps Engineer,Oracle,Gurugram,"Oracle is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 2-3 years of experience.",2-3 years,Master's Degree,10-15 LPA,Contract
JOB01888,Full Stack Developer,Infosys,Gurugram,"We are looking for a Full Stack Developer to join our team at Infosys in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MBA,4-6 LPA,Part-time
JOB01889,Marketing Analyst,TCS,Remote,"We are looking for a Marketing Analyst to join our team at TCS in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,,10-15 LPA,Full-time
JOB01890,Power BI Developer,Deloitte,Nagpur,"We are looking for a Power BI Developer to join our team at Deloitte in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Bachelor's Degree,4-6 LPA,Contract
JOB01891,Python Developer,Deloitte,Delhi,"Deloitte is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Delhi and requires 3-5 years of experience.",3-5 years,MBA,4-6 LPA,Contract
JOB01892,Data Engineer,Tech Mahindra,Thane,"We are looking for a Data Engineer to join our team at Tech Mahindra in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Spark, ETL, AWS. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,MCA,10-15 LPA,Internship
JOB01893,Business Analyst,Accenture,Bengaluru,"We are looking for a Business Analyst to join our team at Accenture in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Master's Degree,,Part-time
JOB01894,Power BI Developer,HCL Technologies,Mumbai,"HCL Technologies is hiring a Power BI Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Power BI, DAX, Power Query, SQL, Excel. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 5+ years of experience.",5+ years,BCA,5-8 LPA,Part-time
JOB01895,QA Engineer,Microsoft,Gurugram,"Microsoft is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 1-2 years of experience.",1-2 years,BCA,8-12 LPA,Internship
JOB01896,Machine Learning Engineer,Capgemini,Thane,"Capgemini is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 5+ years of experience.",5+ years,B.Tech,4-6 LPA,Contract
JOB01897,Database Administrator,Oracle,Remote,"We are looking for a Database Administrator to join our team at Oracle in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,10-15 LPA,Contract
JOB01898,Marketing Analyst,Capgemini,Pune,"We are looking for a Marketing Analyst to join our team at Capgemini in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,8-12 LPA,Part-time
JOB01899,Machine Learning Engineer,Cognizant,Gurugram,"Cognizant is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 0-1 years of experience.",0-1 years,Bachelor's Degree,4-6 LPA,Contract
JOB01900,DevOps Engineer,IBM,Noida,"We are looking for a DevOps Engineer to join our team at IBM in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Bachelor's Degree,6-10 LPA,Part-time
JOB01901,Software Engineer,Cognizant,Remote,"Cognizant is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 0-1 years of experience.",0-1 years,Master's Degree,8-12 LPA,Part-time
JOB01902,QA Engineer,Genpact,Ahmedabad,"Genpact is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 0-1 years of experience.",0-1 years,MCA,8-12 LPA,Part-time
JOB01903,Marketing Analyst,Wipro,Delhi,"We are looking for a Marketing Analyst to join our team at Wipro in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,Bachelor's Degree,10-15 LPA,Part-time
JOB01904,Software Engineer,Fractal Analytics,Kolkata,"Fractal Analytics is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 3-5 years of experience.",3-5 years,Master's Degree,3-5 LPA,Internship
JOB01905,DevOps Engineer,Microsoft,Nagpur,"Microsoft is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 5+ years of experience.",5+ years,BCA,6-10 LPA,Contract
JOB01906,Software Engineer,Deloitte,Mumbai,"Deloitte is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 0-1 years of experience.",0-1 years,B.Tech,4-6 LPA,Full-time
JOB01907,Business Analyst,Amazon,Bengaluru,"We are looking for a Business Analyst to join our team at Amazon in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Excel, Power BI, Business Analysis, Requirements Gathering. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,BCA,4-6 LPA,Internship
JOB01908,Python Developer,Amazon,Noida,"We are looking for a Python Developer to join our team at Amazon in Noida. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,5-8 LPA,Full-time
JOB01909,Web Developer,Capgemini,Bengaluru,"We are looking for a Web Developer to join our team at Capgemini in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Bachelor's Degree,,Internship
JOB01910,Software Engineer,Capgemini,Remote,"We are looking for a Software Engineer to join our team at Capgemini in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Java, Git, SQL, REST API. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Bachelor's Degree,8-12 LPA,Contract
JOB01911,Marketing Analyst,Infosys,Remote,"We are looking for a Marketing Analyst to join our team at Infosys in Remote. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Python, Marketing Analytics, Power BI. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,10-15 LPA,Internship
JOB01912,DevOps Engineer,Infosys,Ahmedabad,"We are looking for a DevOps Engineer to join our team at Infosys in Ahmedabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,3-5 LPA,Contract
JOB01913,Cloud Engineer,DataSphere Analytics,Noida,"DataSphere Analytics is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,6-10 LPA,Part-time
JOB01914,Financial Analyst,Deloitte,Hyderabad,"We are looking for a Financial Analyst to join our team at Deloitte in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Bachelor's Degree,10-15 LPA,Contract
JOB01915,Web Developer,Oracle,Jaipur,"We are looking for a Web Developer to join our team at Oracle in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,BCA,10-15 LPA,Full-time
JOB01916,Cloud Engineer,Capgemini,Nagpur,"Capgemini is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Nagpur and requires 2-3 years of experience.",2-3 years,MBA,6-10 LPA,Contract
JOB01917,BI Analyst,CloudPeak Systems,Mumbai,"CloudPeak Systems is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 0-1 years of experience.",0-1 years,MBA,4-6 LPA,Internship
JOB01918,Web Developer,Mu Sigma,Noida,"Mu Sigma is hiring a Web Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with HTML, CSS, JavaScript, React, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Noida and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,8-12 LPA,Internship
JOB01919,Full Stack Developer,Genpact,Jaipur,"We are looking for a Full Stack Developer to join our team at Genpact in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Node.js. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,Bachelor's Degree,8-12 LPA,Full-time
JOB01920,QA Engineer,Infosys,Pune,"Infosys is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 1-2 years of experience.",1-2 years,B.Tech,6-10 LPA,Full-time
JOB01921,BI Analyst,IBM,Jaipur,"We are looking for a BI Analyst to join our team at IBM in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MCA,6-10 LPA,Internship
JOB01922,Data Analyst,,Kolkata,"Accenture is hiring a Data Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Excel, Power BI, Tableau. Strong analytical thinking, communication and attention to detail are required. This position is based in Kolkata and requires 1-2 years of experience.",1-2 years,Bachelor's Degree,3-5 LPA,Contract
JOB01923,Data Engineer,TechNova Solutions,Navi Mumbai,"TechNova Solutions is hiring a Data Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Spark, ETL, AWS. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 3-5 years of experience.",3-5 years,B.Tech,10-15 LPA,Contract
JOB01924,BI Analyst,Cognizant,Chennai,"Cognizant is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 3-5 years of experience.",3-5 years,Bachelor's Degree,6-10 LPA,Contract
JOB01925,Python Developer,Accenture,Ahmedabad,"Accenture is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Ahmedabad and requires 5+ years of experience.",5+ years,MBA,10-15 LPA,Internship
JOB01926,BI Analyst,Wipro,Jaipur,"Wipro is hiring a BI Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Power BI, Excel, DAX, Data Visualization. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 3-5 years of experience.",3-5 years,Bachelor's Degree,5-8 LPA,Part-time
JOB01927,Database Administrator,Deloitte,Pune,"Deloitte is hiring a Database Administrator. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Oracle, Database Administration. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 0-1 years of experience.",0-1 years,MBA,5-8 LPA,Internship
JOB01928,Python Developer,Microsoft,Hyderabad,"Microsoft is hiring a Python Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Django, Flask, SQL, Git. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 2-3 years of experience.",2-3 years,MBA,5-8 LPA,Contract
JOB01929,HR Analyst,Tech Mahindra,Remote,"Tech Mahindra is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 1-2 years of experience.",1-2 years,Master's Degree,3-5 LPA,Full-time
JOB01930,SQL Developer,Mu Sigma,Chennai,"Mu Sigma is hiring a SQL Developer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, MySQL, PostgreSQL, Database, ETL. Strong analytical thinking, communication and attention to detail are required. This position is based in Chennai and requires 5+ years of experience.",5+ years,MBA,8-12 LPA,Part-time
JOB01931,Power BI Developer,Persistent Systems,Navi Mumbai,"We are looking for a Power BI Developer to join our team at Persistent Systems in Navi Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,Master's Degree,3-5 LPA,Internship
JOB01932,Cloud Engineer,TCS,Navi Mumbai,"TCS is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Navi Mumbai and requires 2-3 years of experience.",2-3 years,MCA,6-10 LPA,Part-time
JOB01933,Power BI Developer,Infosys,Jaipur,"We are looking for a Power BI Developer to join our team at Infosys in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MCA,5-8 LPA,Part-time
JOB01934,HR Analyst,DataSphere Analytics,Hyderabad,"DataSphere Analytics is hiring a HR Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Excel, SQL, Power BI, HR Analytics, Data Analysis. Strong analytical thinking, communication and attention to detail are required. This position is based in Hyderabad and requires 5+ years of experience.",5+ years,Master's Degree,3-5 LPA,Internship
JOB01935,Web Developer,Cognizant,Hyderabad,"We are looking for a Web Developer to join our team at Cognizant in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include HTML, CSS, JavaScript, React, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 1-2 years of relevant experience.",1-2 years,BCA,4-6 LPA,Full-time
JOB01936,DevOps Engineer,Cognizant,Mumbai,"Cognizant is hiring a DevOps Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Docker, Kubernetes, Jenkins, Linux. Strong analytical thinking, communication and attention to detail are required. This position is based in Mumbai and requires 5+ years of experience.",5+ years,BCA,6-10 LPA,Part-time
JOB01937,Data Engineer,Wipro,Jaipur,"Wipro is hiring a Data Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, SQL, Spark, ETL, AWS. Strong analytical thinking, communication and attention to detail are required. This position is based in Jaipur and requires 5+ years of experience.",5+ years,MCA,10-15 LPA,Internship
JOB01938,Cloud Engineer,Tech Mahindra,Remote,"Tech Mahindra is hiring a Cloud Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with AWS, Azure, Linux, Docker, Cloud Computing. Strong analytical thinking, communication and attention to detail are required. This position is based in Remote and requires 2-3 years of experience.",2-3 years,BCA,5-8 LPA,Part-time
JOB01939,Database Administrator,Fractal Analytics,Delhi,"We are looking for a Database Administrator to join our team at Fractal Analytics in Delhi. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, MySQL, PostgreSQL, Oracle, Database Administration. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MBA,5-8 LPA,Part-time
JOB01940,Product Analyst,Mu Sigma,Bengaluru,"Mu Sigma is hiring a Product Analyst. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with SQL, Python, Excel, A/B Testing, Product Analytics. Strong analytical thinking, communication and attention to detail are required. This position is based in Bengaluru and requires 0-1 years of experience.",0-1 years,MCA,8-12 LPA,Contract
JOB01941,Machine Learning Engineer,Persistent Systems,Hyderabad,"We are looking for a Machine Learning Engineer to join our team at Persistent Systems in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MBA,6-10 LPA,Contract
JOB01942,QA Engineer,DataSphere Analytics,Gurugram,"DataSphere Analytics is hiring a QA Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Selenium, Python, Java, SQL, Automation Testing. Strong analytical thinking, communication and attention to detail are required. This position is based in Gurugram and requires 5+ years of experience.",5+ years,BCA,8-12 LPA,Internship
JOB01943,Data Scientist,Wipro,Mumbai,"We are looking for a Data Scientist to join our team at Wipro in Mumbai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Pandas, Machine Learning, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,BCA,5-8 LPA,Internship
JOB01944,Software Engineer,CloudPeak Systems,Thane,"CloudPeak Systems is hiring a Software Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Java, Git, SQL, REST API. Strong analytical thinking, communication and attention to detail are required. This position is based in Thane and requires 2-3 years of experience.",2-3 years,Bachelor's Degree,8-12 LPA,Contract
JOB01945,Data Analyst,Persistent Systems,Gurugram,"We are looking for a Data Analyst to join our team at Persistent Systems in Gurugram. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, SQL, Excel, Power BI, Tableau. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 3-5 years of relevant experience.",3-5 years,MBA,6-10 LPA,Part-time
JOB01946,HR Analyst,Deloitte,Ahmedabad,"We are looking for a HR Analyst to join our team at Deloitte in Ahmedabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, HR Analytics, Data Analysis. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,B.Tech,8-12 LPA,Internship
JOB01947,Software Engineer,Fractal Analytics,Thane,"We are looking for a Software Engineer to join our team at Fractal Analytics in Thane. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Java, Git, SQL, REST API. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,B.Tech,8-12 LPA,Full-time
JOB01948,BI Analyst,Mu Sigma,Pune,"We are looking for a BI Analyst to join our team at Mu Sigma in Pune. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MCA,8-12 LPA,Internship
JOB01949,Python Developer,Accenture,Hyderabad,"We are looking for a Python Developer to join our team at Accenture in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 5+ years of relevant experience.",5+ years,Master's Degree,3-5 LPA,Internship
JOB01950,Machine Learning Engineer,HCL Technologies,Pune,"HCL Technologies is hiring a Machine Learning Engineer. The role involves working with cross-functional teams, analyzing requirements, preparing reports and improving business processes. Candidates should have hands-on experience with Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Strong analytical thinking, communication and attention to detail are required. This position is based in Pune and requires 0-1 years of experience.",0-1 years,BCA,6-10 LPA,Internship
JOB01951,Financial Analyst,TCS,Jaipur,"We are looking for a Financial Analyst to join our team at TCS in Jaipur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Excel, SQL, Power BI, Financial Modeling, Statistics. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,Master's Degree,5-8 LPA,Contract
JOB01952,Python Developer,Amazon,Nagpur,"We are looking for a Python Developer to join our team at Amazon in Nagpur. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Django, Flask, SQL, Git. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,BCA,4-6 LPA,Contract
JOB01953,Power BI Developer,Accenture,Hyderabad,"We are looking for a Power BI Developer to join our team at Accenture in Hyderabad. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Power BI, DAX, Power Query, SQL, Excel. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 2-3 years of relevant experience.",2-3 years,MBA,5-8 LPA,Internship
JOB01954,Machine Learning Engineer,Genpact,Chennai,"We are looking for a Machine Learning Engineer to join our team at Genpact in Chennai. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include Python, Machine Learning, TensorFlow, Scikit-learn, Docker. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MCA,8-12 LPA,Full-time
JOB01955,BI Analyst,Infosys,Bengaluru,"We are looking for a BI Analyst to join our team at Infosys in Bengaluru. The candidate will analyze business data, build reports, collaborate with stakeholders, and develop scalable solutions. Required skills include SQL, Power BI, Excel, DAX, Data Visualization. Experience with data quality, documentation, problem solving and communication is preferred. The role requires 0-1 years of relevant experience.",0-1 years,MCA,3-5 LPA,Contract
